0.00254   6.15491
0.00661   34.51742
0.01068   6.47870
0.01475   0.70733
0.01882   0.45834
0.02289   0.37221
0.02696   0.31520
0.03104   0.25289
0.03511   0.23195
0.03918   0.20935
0.04325   0.18600
0.04732   0.18573
0.05139   0.15857
0.05546   0.14182
0.05954   0.12808
0.06361   0.12718
0.06768   0.11413
0.07175   0.10590
0.07582   0.10335
0.07989   0.10461
0.08396   0.10687
0.08804   0.10149
0.09211   0.09436
0.09618   0.09823
0.10025   0.08731
0.10432   0.09025
0.10839   0.08842
0.11246   0.07943
0.11654   0.08259
0.12061   0.07734
0.12468   0.06904
0.12875   0.07186
0.13282   0.06924
0.13689   0.06994
0.14096   0.06950
0.14504   0.06927
0.14911   0.06804
0.15318   0.07004
0.15725   0.06372
0.16132   0.06449
0.16539   0.06741
0.16946   0.05816
0.17354   0.06114
0.17761   0.05541
0.18168   0.05686
0.18575   0.05787
0.18982   0.05507
0.19389   0.05546
0.19796   0.05793
