5429.68873 30864.85802 37699.55807 39473.35812 43853.38385 35457.55333 33027.66423 27681.38195 26210.31335 23633.75498 19843.81547 18384.17786 17412.59450 17091.29900 15677.88495 15459.83736 14137.08245 13048.93179 11813.10604 11047.38832 10121.10769 9087.50568 8390.71375 7684.78030 7290.24260 6925.75294 6605.91449 6500.71669 6362.14171 6125.68270 5740.06794 5496.43462 5139.22740 4738.63362 4465.79427 4182.84449 3922.70693 3672.57470 3576.34857 3363.62383 3346.08339 3240.55827 3144.40649 3077.94397 2950.15044 2856.01917 2713.06664 2599.78546 2448.23880 
1491.22524 20538.01569 23641.61491 22096.63519 33721.31802 17957.71522 17334.46129 15392.78988 15662.90596 12400.44207 9249.04980 8358.21456 8530.03839 10352.38437 9131.52927 9338.91494 7324.82124 7045.92915 6007.90564 5660.05507 5446.26565 4478.40629 4342.89084 3665.47336 3780.13821 3291.73675 3199.59263 3375.46408 3599.51311 3418.67651 3058.98747 2838.73316 2674.86888 2367.45419 2255.50043 2139.91403 1869.23632 1746.82283 1708.48763 1536.29158 1616.41069 1616.40507 1649.51732 1600.98432 1469.62928 1506.35934 1367.23888 1341.68808 1142.30770 
3801.14065 26978.83104 39462.57931 38218.81157 39621.82416 36251.56298 32878.97765 29228.73795 26103.27727 22270.60830 20811.16907 18639.53673 18038.96806 16723.44516 15649.82539 15333.76257 14072.79911 13722.63048 12222.88375 11014.21846 9899.34756 9094.92582 8282.36470 7780.29245 7361.20927 6883.30109 6616.18021 6519.50717 6339.19228 6065.33010 5805.87910 5522.69327 5162.11188 4807.20138 4444.64511 4143.97463 3878.27316 3726.01251 3534.60514 3388.17403 3259.54286 3249.23734 3129.44681 3012.86515 2955.43782 2877.71269 2694.62540 2577.40753 2450.74420 
4210.27259 29020.47244 16542.70828 18860.69197 28768.68857 17707.54916 13021.32348 14858.67584 16978.74687 12339.80139 11680.53385 9789.87310 9930.11355 8489.70662 7947.46229 8436.67954 7271.76195 7461.17817 6711.88981 6209.11496 5035.97015 4353.31998 4190.79858 4327.89043 3889.72252 3542.33634 3113.80828 3646.42876 3369.45859 3288.02815 3121.31608 3071.36034 2625.20798 2396.73995 2266.68660 2035.47174 1900.55091 1868.96898 1645.08203 1690.26152 1590.17447 1644.86945 1647.61572 1499.03190 1520.34773 1434.18283 1340.55922 1300.29838 1171.93538 
5915.79540 36277.77303 39590.75449 43748.16817 38643.26604 36199.37508 33134.91730 27896.59014 24653.84813 22852.11347 21161.01920 19738.68924 17663.65075 17069.20317 16338.27101 15178.81668 14495.32795 13310.41281 12237.16221 11126.86375 9864.50750 9027.19483 8300.50901 7718.48219 7344.63382 6964.21234 6786.91652 6464.21007 6333.71867 5979.12509 5792.57198 5612.32660 5152.89311 4822.11740 4553.96497 4197.03397 3912.19097 3727.72927 3539.90124 3423.98787 3301.43058 3272.32803 3173.14543 3069.34195 2962.74110 2845.14887 2772.16665 2594.62663 2476.80473 
9373.59032 15664.93341 7026.65933 17840.83057 31261.31396 22666.65685 15021.93102 17116.64442 12417.81326 13714.26888 13307.20380 11079.40727 9894.89696 9808.57038 9422.28700 7219.37979 8439.99367 7444.13005 6835.20470 6430.20466 5318.49305 4481.66927 4369.07278 4112.48887 3673.28557 3782.02059 3778.58133 3288.69995 3323.17861 3173.02192 3112.18822 2939.51471 2567.68908 2489.42501 2304.79699 2140.75888 1937.05904 1998.51233 1644.78787 1655.03939 1601.51223 1622.09287 1515.99218 1467.92921 1416.00202 1445.05279 1384.18151 1294.66046 1149.78050 
12777.44624 28073.96448 34153.90139 41157.98465 41353.64293 37536.04115 31801.05640 27651.92193 25246.08705 21919.60531 19740.80203 18593.13968 17540.16584 16672.01208 16083.75765 15194.49386 13987.77737 13326.54329 11973.65598 10928.17676 10100.26744 8988.83925 8302.11622 7669.69116 7265.65014 6935.48229 6731.49330 6528.62291 6412.88101 6094.86895 5891.80621 5473.81090 5140.68497 4812.85813 4428.23570 4228.26084 3952.04665 3696.12372 3553.06347 3415.35008 3312.98140 3235.11733 3167.74539 3068.69110 2955.08412 2837.52887 2725.19158 2582.58520 2493.42541 
20177.59403 15558.56271 15377.72839 27620.53732 29458.12520 16889.86798 19719.31339 12795.69482 11231.42971 10504.14166 10458.46867 11186.77851 8475.39609 8864.72570 8771.58716 8709.53523 7693.88416 7758.54070 6328.24423 5581.24886 5146.08511 4768.90045 4166.75110 3862.74959 3755.15243 3611.11318 3196.17730 3349.29174 3527.06479 3244.77307 2824.91923 2854.92539 2651.24195 2485.83114 2325.63469 2013.97677 2051.49819 1873.42923 1761.19938 1753.39237 1616.95161 1535.02538 1559.75086 1455.23515 1497.83724 1388.16406 1353.85753 1295.87369 1271.49346 
12563.73718 29651.06104 35223.65238 38196.29457 38335.04464 38047.81786 32079.40575 27314.73023 25042.04589 21607.14320 20721.50954 19309.30430 17288.50508 16558.62865 16410.46412 15034.22927 13958.86015 13239.07371 11880.24548 10931.05989 9977.33283 9186.02750 8358.46122 7785.52925 7307.23542 6950.96417 6797.46035 6571.42168 6364.29282 6052.13508 5846.72540 5443.53314 5115.48580 4781.67761 4459.30767 4157.30633 3888.17357 3640.41807 3541.79177 3402.98123 3294.14674 3180.88460 3137.10403 3040.83215 2944.44535 2867.60078 2679.41582 2592.99771 2483.02352 
21474.86763 10804.56265 24611.33185 11541.56594 27039.98403 22250.66197 16130.38890 11845.13514 14362.53678 11907.40065 11083.28881 9878.91527 9567.55498 9380.18946 9569.33936 9335.19599 7307.85811 7647.91166 6145.09476 5956.67910 5079.12069 5363.55348 4440.23688 4294.06147 3821.06156 3346.54024 3711.96515 3333.90345 3350.66995 3177.15513 2969.03564 2548.47199 2555.28557 2582.21029 2187.58459 2103.44772 1892.53655 1789.78066 1694.25868 1767.94667 1588.36232 1576.26288 1497.73434 1573.79285 1528.82775 1466.96605 1293.56032 1283.37030 1223.01931 
10173.62238 26267.85152 34542.26768 47457.58892 39791.51967 33848.05698 33214.34299 29029.52651 24538.88913 22650.30295 20905.11884 19423.67879 17845.65222 16828.37152 15823.49652 15244.30492 14139.23720 13635.56295 12073.48053 11159.53094 10159.02330 9216.23267 8410.32499 7757.98982 7159.24105 6967.84547 6800.55722 6526.20145 6420.91731 6108.34725 5778.72568 5515.95115 5194.83919 4766.93756 4405.92533 4191.82347 3865.22654 3752.70433 3553.50775 3432.47174 3317.86794 3223.72063 3145.06142 3082.67602 2987.15201 2868.00581 2714.50629 2606.91770 2481.11304 
9999.90992 10181.57804 13041.90061 26826.30710 30115.36759 15105.86793 19137.18258 14058.64367 14630.68594 13351.40633 12305.39202 10751.10796 10733.17307 9134.43274 8062.57936 8513.41807 8210.01310 8265.53605 5570.41640 6374.55499 5327.49896 4900.21856 4611.90729 4218.79016 3657.82018 3846.05519 3489.75169 3304.44401 3261.57485 3199.53579 2900.73558 2697.88782 2564.37403 2318.30100 2092.89520 2103.05704 1897.30938 1892.71987 1795.63722 1759.57431 1589.13603 1575.17076 1539.14295 1545.19704 1511.22828 1451.07082 1397.62934 1299.92035 1245.01090 
5516.50719 35032.30359 38429.41565 39564.59152 43738.07759 35876.35626 32757.71128 27333.71369 24694.92372 23469.37282 19999.12917 18559.59761 17692.63515 16914.91755 15841.23832 14790.14759 14558.30199 13140.41855 12326.25843 11124.44253 9988.70347 9142.97236 8374.86289 7703.76737 7335.57818 6923.21236 6694.39388 6520.24539 6316.74381 6176.71303 5806.19226 5469.31712 5137.57544 4803.34723 4526.68325 4186.34498 3864.26549 3743.86288 3580.38674 3409.09045 3290.51021 3222.59435 3172.79234 3077.58087 2983.80871 2845.28490 2702.20528 2603.25308 2506.15309 
10979.92390 16680.93398 36664.11277 32682.47660 22476.46793 21872.96426 16207.44432 17108.83332 9897.14216 12212.65085 10480.52602 10065.68627 11174.43357 8318.27867 9031.91957 7521.68107 7873.05753 6452.40285 7101.78519 6062.91116 4747.44520 4830.84856 4161.87453 3895.47953 3806.19683 3634.35170 3605.58735 3415.48327 3501.15458 3355.22544 3039.98307 2846.56625 2642.09881 2267.16820 2195.08007 2103.41482 2027.43159 1837.06309 1791.44476 1724.35739 1717.23753 1617.24497 1603.17693 1581.17512 1534.54496 1403.90216 1346.80536 1239.38950 1249.28076 
11042.50847 21588.95366 33895.63278 41171.03704 37303.67128 38723.78385 33950.02256 29261.43470 26045.42748 21956.67867 20226.04332 18611.27351 17281.05898 16776.10656 15835.57196 15011.94662 14030.36648 13566.42823 12242.88880 11045.25563 9926.98720 9148.00978 8306.13226 7718.37617 7304.47580 6945.34216 6589.36857 6418.70754 6186.87727 6065.66615 5728.37455 5458.58141 5141.98907 4746.73345 4439.06451 4167.77430 3871.32272 3701.55983 3514.50498 3417.75060 3317.81338 3223.66912 3120.03800 3066.43580 2954.86535 2829.98872 2704.08446 2596.97617 2449.52244 
22862.69947 19987.43156 26477.22677 21994.54256 25620.22905 16292.91405 21020.29753 12210.46456 13301.30005 11097.00878 10127.05705 11006.23374 8760.48185 8915.27768 7949.51806 8164.70651 7302.93167 7042.84234 6279.83722 5953.55218 5160.91658 4802.85882 4156.77333 4048.31739 3516.41800 3357.42882 3164.91003 3346.51689 3070.30761 3446.34429 3002.76625 2738.28432 2633.19076 2410.82987 1983.98031 2026.28059 1847.46887 1803.93829 1750.91016 1746.61570 1660.17733 1574.77942 1533.18665 1566.27428 1495.08935 1340.97780 1378.02456 1255.67568 1214.44802 
4114.39614 33389.00353 45180.52154 42402.99681 40650.82861 33212.02403 33605.86142 28083.40111 24769.10794 21788.82554 20131.25677 19424.81528 17973.79817 16584.06980 15707.97113 15368.20605 14203.20603 13152.27878 11863.68206 10999.52825 9956.67491 9030.47308 8260.65393 7836.16830 7364.10726 6997.64360 6624.54548 6722.89404 6266.88132 5990.84525 5764.91107 5490.17919 5168.29810 4840.90950 4496.07778 4198.22271 3955.52662 3700.36015 3555.94897 3440.58315 3318.67041 3227.48748 3136.74844 3100.04603 2981.45783 2822.29703 2714.93042 2588.88099 2474.42581 
